hospital_id,hem_reference_no,hospital_name,hospital_parent_type,hospital_type,hospital_sub_type,establishment_year,state_name,state_code,district_name,division_name,block_name,pincode,geo_latitude,geo_longitude,org_head_name,org_head_contact,contact_email,accreditation_board,accreditation_level,accreditation_valid_upto,delisted_from_gov_schemes,total_bed_strength,inpatient_beds,has_fully_equipped_ot,has_icu_with_ac,has_casualty,has_opd,has_hdu,has_general_ward,has_labour_room,created_at,updated_at
b953826f-a93e-45d3-a39a-55df4b2c4a4e,UPHOSPREF000629,Saraswati Surgical Centre,Single,PRIVATE,Trust,2009,Uttar Pradesh,UP,Sitapur,Lucknow,Sitapur Block 1,210272,25.591995,83.643055,DR. AMIT KUMAR,7765367363,hospital629@pvt.up.in,JCI,,,False,23,17,True,False,False,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
43b7d117-b51e-46dc-b26f-696b0ff56c82,UPHOSPREF000630,Urban Community Health Centre Ayodhya Block 1,Single,PUBLIC,Medical College,1980,Uttar Pradesh,UP,Ayodhya,Ayodhya,Ayodhya Block 1,272816,27.236984,80.541409,DR. PAPPU YADAV,8019617272,hospital630@gov.up.in,JCI,,,False,9,7,False,False,False,True,False,False,False,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
6bab69eb-9afa-4043-a8a8-f7c0b089c088,UPHOSPREF000631,Dr. Verma Eye Hospital,Single,PRIVATE,Trust,1997,Uttar Pradesh,UP,Ghaziabad,Meerut,Tronica City,254084,24.691468,82.368486,DR. RAM PRASAD,8069545399,hospital631@pvt.up.in,,FULL,,False,182,147,True,True,True,True,True,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
14689f0a-3d52-4137-a6a9-faf2389d7b2d,UPHOSPREF000632,Tiwari & Mishra Orthopaedic Centre,Single,PRIVATE,NGO,2008,Uttar Pradesh,UP,Mainpuri,Agra,Mainpuri Block 4,260557,28.762302,77.579212,DR. ROHIT KUMAR LODHI,9863187614,hospital632@pvt.up.in,JCI,PRE,,False,289,267,True,False,True,True,False,True,False,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
7d30507d-4a27-4c69-b2b8-08eda53ca9a6,UPHOSPREF000633,District Hospital Raebareli,Single,PUBLIC,District Hospital,1952,Uttar Pradesh,UP,Raebareli,Lucknow,Raebareli Block 1,290900,26.292709,82.247358,DR. ARVIND KUMAR,8128946599,hospital633@gov.up.in,NABL,PRE,2027-05-12,False,385,329,False,True,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
8c7430a4-0ea6-41ca-b018-056e339aa5b0,UPHOSPREF000634,District Hospital Lucknow,Single,PUBLIC,CHC,1992,Uttar Pradesh,UP,Lucknow,Lucknow,Gosainganj,204871,29.830209,77.932553,DR. RAKESH KUMAR,9780447911,hospital634@gov.up.in,,FULL,,False,160,113,True,True,True,True,True,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
96db583d-7981-452f-9291-b456e020d267,UPHOSPREF000635,Trauma Centre Kanpur Block 2,Single,PUBLIC,PHC,1981,Uttar Pradesh,UP,Kanpur Dehat,Kanpur,Kanpur Block 2,253139,29.440632,78.629403,DR. MUKESH KUMAR,8042269275,hospital635@gov.up.in,,FULL,2028-10-18,True,35,29,True,False,True,True,False,True,False,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
8bc71410-a0f1-4c76-800f-5300d9496eca,UPHOSPREF000636,Mishra & Srivastava Heart Institute,Single,PRIVATE,Private,1993,Uttar Pradesh,UP,Mathura,Agra,Baldeo,224846,28.608736,81.170932,DR. ANIL KUMAR,8035257915,hospital636@pvt.up.in,NABH,,,False,141,104,True,True,True,True,True,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
bb35f752-a368-480e-afba-21573ff95c48,UPHOSPREF000637,Community Health Centre Shravasti Block 2,Single,PUBLIC,Medical College,1976,Uttar Pradesh,UP,Shravasti,Devipatan,Shravasti Block 2,275580,28.007901,79.401897,DR. VIVEK KUMAR RAJBHAR,7705157057,hospital637@gov.up.in,,PRE,,False,306,266,True,True,True,True,False,True,False,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
77bee0a6-3736-41b7-878e-2044de6db9a2,UPHOSPREF000638,Dr. Tiwari Hospital & Research Centre,Single,PRIVATE,Private,2000,Uttar Pradesh,UP,Varanasi,Varanasi,Pindra,250993,26.841997,79.078782,DR. SHIV KUMAR,8063432223,hospital638@pvt.up.in,NABH,PRE,2028-05-15,False,113,87,True,True,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
d4b57a38-fb5d-4322-bb10-6158a89c9ad4,UPHOSPREF000639,Combined Hospital Kanpur Dehat,Single,PUBLIC,District Hospital,1984,Uttar Pradesh,UP,Kanpur Dehat,Kanpur,Kanpur Block 4,248157,28.281741,79.696802,DR. HEMANT KUMAR YADAV,8162658790,hospital639@gov.up.in,NABL,FULL,,False,81,58,True,True,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
ae1ffb7d-3356-413e-8d09-e4b485d1f91d,UPHOSPREF000640,Trauma Centre Mawana,Single,PUBLIC,District Hospital,1979,Uttar Pradesh,UP,Meerut,Meerut,Mawana,251072,23.766127,79.79846,DR. JAGDISH PRASAD,7997327489,hospital640@gov.up.in,NABH,PRE,,False,10,8,False,False,False,True,False,False,False,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
9790f009-c4ec-4e15-8b88-3762ae3b75cc,UPHOSPREF000641,Zonal Hospital Kanpur Nagar,Single,PUBLIC,PHC,1970,Uttar Pradesh,UP,Kanpur Nagar,Kanpur,Patara,244582,28.875907,81.545811,DR. SHYAM LAL,8008328043,hospital641@gov.up.in,JCI,,,False,85,76,True,False,True,True,False,True,False,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
c82d2e3f-98ce-491b-94c5-f33223488e8a,UPHOSPREF000642,Medical College Hospital Ghazipur,Single,PUBLIC,Civil Hospital,1989,Uttar Pradesh,UP,Ghazipur,Varanasi,Ghazipur Block 4,205787,27.419389,84.410643,DR. DEEPAK KUMAR,9648102514,hospital642@gov.up.in,NABH,FULL,,False,312,224,True,True,True,True,False,True,False,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
774e84f5-a11e-428d-a490-b6e026c3389e,UPHOSPREF000643,Dr. Srivastava Eye Hospital,Single,PRIVATE,Private,2009,Uttar Pradesh,UP,Jalaun,Jhansi,Jalaun Block 8,257009,30.185152,78.632503,DR. RAKESH KUMAR,9524941022,hospital643@pvt.up.in,NABH,,2028-02-29,False,184,138,True,True,True,True,True,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
169bd8af-394c-4bfd-9a8a-251a3680241d,UPHOSPREF000644,Zonal Hospital Balrampur,Single,PUBLIC,Civil Hospital,1980,Uttar Pradesh,UP,Balrampur,Devipatan,Balrampur Block 7,221870,27.253999,81.412624,DR. PRADEEP KUMAR,7518094260,hospital644@gov.up.in,,FULL,2029-04-17,False,217,183,True,True,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
44de4e75-8b0c-4958-a2cc-7fc3fa0c125a,UPHOSPREF000645,Medical College Hospital Azamgarh,Single,PUBLIC,PHC,1984,Uttar Pradesh,UP,Azamgarh,Azamgarh,Phulpur,225026,30.116504,78.101447,DR. RAMESH CHANDRA,7529978584,hospital645@gov.up.in,NABL,PRE,2029-02-15,False,6,4,False,False,False,True,False,False,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
e143eb48-9803-47ee-a528-afa11a065593,UPHOSPREF000646,Dr. Agarwal Orthopaedic Centre,Single,PRIVATE,Trust,1994,Uttar Pradesh,UP,Ambedkar Nagar,Ayodhya,Ambedkar Block 2,203169,25.572206,83.369186,DR. SHIV KUMAR,9860857678,hospital646@pvt.up.in,NABL,PRE,2029-06-04,False,245,191,True,False,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
886e768d-710b-4ab0-be65-8fbaa25b0e6d,UPHOSPREF000647,Dr. Verma Orthopaedic Centre,Single,PRIVATE,Private,2003,Uttar Pradesh,UP,Banda,Chitrakoot,Banda Block 6,246965,27.401963,83.428682,DR. ARVIND KUMAR,7858981537,hospital647@pvt.up.in,NABL,,,False,255,234,True,True,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
787beee6-ff80-4a5b-aeca-4fd2756f0548,UPHOSPREF000648,District Hospital Pilibhit,Single,PUBLIC,Medical College,1994,Uttar Pradesh,UP,Pilibhit,Bareilly,Pilibhit Block 2,284555,23.964598,83.112882,DR. SHIV KUMAR YADAV,7832460939,hospital648@gov.up.in,NABH,,,False,362,329,False,False,True,True,False,True,False,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
ce7867d2-5635-49cc-a736-9403134aac2e,UPHOSPREF000649,Primary Health Centre Rampur Block 8,Single,PUBLIC,District Hospital,1995,Uttar Pradesh,UP,Rampur,Moradabad,Rampur Block 8,245373,29.508345,80.07742,DR. GUDDU KUMAR,7023619790,hospital649@gov.up.in,NABH,FULL,2028-08-14,False,21,18,True,False,False,True,False,True,False,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
76d53435-2f53-44c7-977f-fa63dbddef70,UPHOSPREF000650,Primary Health Centre Chirgaon,Single,PUBLIC,Civil Hospital,1985,Uttar Pradesh,UP,Jhansi,Jhansi,Chirgaon,279463,27.324813,77.216928,DR. SURESH KUMAR,8065960220,hospital650@gov.up.in,NABL,,2027-10-21,False,60,52,True,False,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
0309f1cb-d6cd-472f-ba10-6903794d92f9,UPHOSPREF000651,Medical College Hospital Shamli,Single,PUBLIC,Civil Hospital,1976,Uttar Pradesh,UP,Shamli,Saharanpur,Shamli Block 8,232904,27.507654,82.704507,DR. SUSHIL KUMAR,9725510333,hospital651@gov.up.in,NABH,PRE,2028-06-30,False,35,28,True,False,True,True,False,True,False,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
0a85f16e-2b22-4dca-a10d-5b92201b4906,UPHOSPREF000652,Trauma Centre Siddharthnagar Block 5,Single,PUBLIC,CHC,1991,Uttar Pradesh,UP,Siddharthnagar,Basti,Siddharthnagar Block 5,258784,29.980866,83.225265,DR. JAGDISH PRASAD,8136671528,hospital652@gov.up.in,NABH,,2030-03-20,False,45,35,True,False,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
82f0c635-e239-4173-a652-e5c58ab0a63e,UPHOSPREF000653,District Hospital Mathura,Single,PUBLIC,Civil Hospital,1971,Uttar Pradesh,UP,Mathura,Agra,Raya,260541,24.55528,77.998174,DR. VIRENDRA SINGH PANDEY,9434883648,hospital653@gov.up.in,,PRE,,False,339,241,True,False,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
f6dbadc9-6b8d-41f4-8648-d12113ee3815,UPHOSPREF000654,Primary Health Centre Bulandshahr Block 2,Single,PUBLIC,Medical College,1959,Uttar Pradesh,UP,Bulandshahr,Meerut,Bulandshahr Block 2,299661,26.866233,84.286946,DR. SUSHIL KUMAR,9811449376,hospital654@gov.up.in,,PRE,2029-05-02,False,70,59,True,True,True,True,False,True,False,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
dc0137f9-20fe-4a85-bfdd-45cf9d56fa5f,UPHOSPREF000655,Sub-District Hospital Basti,Single,PUBLIC,Civil Hospital,1961,Uttar Pradesh,UP,Basti,Basti,Basti Block 7,291483,29.964176,82.486458,DR. MUKESH KUMAR,7699451200,hospital655@gov.up.in,NABH,PRE,,False,384,351,False,True,True,True,True,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
acf7cc6d-d2d5-450c-8ea2-2e4c3aab8048,UPHOSPREF000656,Dr. Pandey Orthopaedic Centre,Single,PRIVATE,Trust,2002,Uttar Pradesh,UP,Hapur,Meerut,Hapur Block 3,203445,26.526943,82.491197,DR. SURESH KUMAR CHAUHAN,7671128441,hospital656@pvt.up.in,,,,False,82,76,True,False,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
36514112-6034-4d11-bcc2-83c07762bea0,UPHOSPREF000657,Dr. Pandey Orthopaedic Centre,Single,PRIVATE,Private,2022,Uttar Pradesh,UP,Mau,Azamgarh,Mau Block 3,282777,29.661941,81.620183,DR. MUKESH KUMAR,9614526297,hospital657@pvt.up.in,NABH,FULL,,False,82,70,True,True,True,True,False,True,False,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
cbc9e3ca-7d76-4729-8f89-a5d408538b50,UPHOSPREF000658,Shiv Cancer Institute,Single,PRIVATE,NGO,1998,Uttar Pradesh,UP,Kaushambi,Prayagraj,Kaushambi Block 8,255861,27.040239,77.052816,DR. AMIT KUMAR,7953763343,hospital658@pvt.up.in,NABH,FULL,,False,123,109,True,True,True,True,True,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
e050b7f7-ff26-49fc-bcdb-4d99402a8a0e,UPHOSPREF000659,Dr. Agarwal Orthopaedic Centre,Single,PRIVATE,NGO,2005,Uttar Pradesh,UP,Lucknow,Lucknow,Mohanlalganj,276151,29.027455,83.378959,DR. SUSHIL KUMAR VERMA,8075819823,hospital659@pvt.up.in,,FULL,,False,259,207,True,True,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
0ac38087-8f1d-4bb3-91bc-b03fe5299f25,UPHOSPREF000660,District Hospital Kannauj,Single,PUBLIC,PHC,1994,Uttar Pradesh,UP,Kannauj,Kanpur,Kannauj Block 6,264508,27.537473,82.218222,DR. RAJESH KUMAR,9664270502,hospital660@gov.up.in,NABL,,,False,86,72,True,True,True,True,True,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
5c50a41c-8176-4534-acde-b156771df199,UPHOSPREF000661,Shakti Cancer Institute,Single,PRIVATE,NGO,2019,Uttar Pradesh,UP,Sonbhadra,Mirzapur,Sonbhadra Block 3,239494,26.461389,81.831346,DR. ROHIT KUMAR,7625142734,hospital661@pvt.up.in,,PRE,2028-08-13,False,47,41,True,False,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
f2f4c833-612c-47b0-b302-f236cb5beb19,UPHOSPREF000662,Zonal Hospital Lalitpur,Single,PUBLIC,CHC,1968,Uttar Pradesh,UP,Lalitpur,Jhansi,Lalitpur Block 5,274891,28.654107,79.436237,DR. NARESH KUMAR,9876961086,hospital662@gov.up.in,,PRE,,False,47,37,True,False,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
30a2635e-e25b-4493-b0d7-47d97e9b7905,UPHOSPREF000663,Dr. Sharma Hospital & Research Centre,Single,PRIVATE,Private,2007,Uttar Pradesh,UP,Prayagraj,Prayagraj,Phulpur,207688,29.192205,81.4405,DR. DINESH KUMAR KURMI,8086446353,hospital663@pvt.up.in,JCI,PRE,,False,288,211,True,True,True,True,False,True,False,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
c89a3cc0-2359-4619-a84c-0e6df2a3d623,UPHOSPREF000664,District Hospital Barabanki,Single,PUBLIC,Civil Hospital,1970,Uttar Pradesh,UP,Barabanki,Ayodhya,Barabanki Block 4,207097,28.189436,78.795454,DR. DEEPAK KUMAR VERMA,9717255206,hospital664@gov.up.in,NABH,PRE,2026-09-10,False,24,17,True,False,False,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
b608899e-7583-413b-bffe-0de2f1fba9b1,UPHOSPREF000665,Women Hospital Mau,Single,PUBLIC,CHC,1958,Uttar Pradesh,UP,Mau,Azamgarh,Mau Block 8,297698,28.847819,81.455818,DR. RAM PRASAD YADAV,8115376548,hospital665@gov.up.in,,FULL,,False,208,194,True,True,True,True,True,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
955003ac-10e8-425c-a740-d329e48f099b,UPHOSPREF000666,Laxmi Maternity & General Hospital,Single,PRIVATE,Private,2019,Uttar Pradesh,UP,Barabanki,Ayodhya,Barabanki Block 1,229647,25.056963,79.049111,DR. RAJESH KUMAR,9476814272,hospital666@pvt.up.in,JCI,,,False,90,82,True,True,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
c6367490-c7be-4c38-a755-57c180c83c74,UPHOSPREF000667,Shiv Medical Centre,Single,PRIVATE,Trust,2006,Uttar Pradesh,UP,Sant Kabir Nagar,Basti,Sant Block 1,210260,29.191295,77.200415,DR. DEVENDRA KUMAR PASI,9678577507,hospital667@pvt.up.in,JCI,,2030-04-11,False,157,119,True,True,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
f0a39b48-462c-4632-a2db-53e1f28fb0eb,UPHOSPREF000668,Urban Community Health Centre Inchauli,Single,PUBLIC,District Hospital,1960,Uttar Pradesh,UP,Meerut,Meerut,Inchauli,287477,27.786802,79.952179,DR. GUDDU KUMAR KORI,7092097257,hospital668@gov.up.in,NABH,PRE,2027-10-21,False,35,33,True,False,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
b7220b85-186d-4e82-a7e3-32b1f108eca1,UPHOSPREF000669,Urban Community Health Centre Muzaffarnagar Block 2,Single,PUBLIC,Medical College,1952,Uttar Pradesh,UP,Muzaffarnagar,Saharanpur,Muzaffarnagar Block 2,227362,25.873167,82.765412,DR. BABLU KUMAR,9492145211,hospital669@gov.up.in,NABH,PRE,2026-09-23,False,8,5,False,False,False,True,False,False,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
6bba99d2-742e-4c5a-8c79-ddbb7cd6f31d,UPHOSPREF000670,Urban Community Health Centre Raebareli Block 8,Single,PUBLIC,Civil Hospital,1952,Uttar Pradesh,UP,Raebareli,Lucknow,Raebareli Block 8,287686,24.922289,78.54697,DR. RAKESH KUMAR,7760507567,hospital670@gov.up.in,NABH,FULL,2030-11-26,False,24,19,True,False,False,True,False,True,False,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
e47ecee6-4e1d-49bf-ac89-2f3e0a26a2f0,UPHOSPREF000671,Women Hospital Gorakhpur,Single,PUBLIC,Civil Hospital,1993,Uttar Pradesh,UP,Gorakhpur,Gorakhpur,Chauri Chaura,276877,28.812455,84.445379,DR. SANTOSH KUMAR,7020977950,hospital671@gov.up.in,NABH,FULL,,False,79,62,True,False,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
7c74a3fe-c833-4480-bf77-3b2569feda4c,UPHOSPREF000672,District Hospital Varanasi,Single,PUBLIC,Civil Hospital,1958,Uttar Pradesh,UP,Varanasi,Varanasi,Sewapuri,269665,24.259963,78.837618,DR. VIRENDRA SINGH,9688322728,hospital672@gov.up.in,NABL,FULL,2030-05-19,False,74,51,True,False,True,True,False,True,False,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
f27404c5-a83c-4f51-aedf-ad940fceb7ac,UPHOSPREF000673,Verma & Mishra Children Hospital,Single,PRIVATE,Private,2016,Uttar Pradesh,UP,Sultanpur,Ayodhya,Sultanpur Block 5,206396,28.799057,82.979143,DR. SANTOSH KUMAR,7626560529,hospital673@pvt.up.in,,PRE,2028-08-09,False,269,231,True,False,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
49594842-eeda-440c-9d84-05d23688557a,UPHOSPREF000674,Zonal Hospital Gautam Buddha Nagar,Single,PUBLIC,District Hospital,1985,Uttar Pradesh,UP,Gautam Buddha Nagar,Meerut,Gautam Block 1,287320,24.279264,81.000151,DR. SUSHIL KUMAR,7911565915,hospital674@gov.up.in,NABL,PRE,,False,41,28,True,False,True,True,False,True,False,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
d4266dd8-633a-410f-80a4-c0fb72408134,UPHOSPREF000675,Women Hospital Chitrakoot,Single,PUBLIC,CHC,1979,Uttar Pradesh,UP,Chitrakoot,Chitrakoot,Chitrakoot Block 5,277229,26.28373,81.382335,DR. ANIL KUMAR,7609265806,hospital675@gov.up.in,,FULL,,False,33,30,True,False,True,True,False,True,False,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
bff61730-ce42-45ce-88dc-74143abbcbbf,UPHOSPREF000676,Zonal Hospital Kannauj,Single,PUBLIC,Medical College,1984,Uttar Pradesh,UP,Kannauj,Kanpur,Kannauj Block 3,260742,24.167826,78.673075,DR. ROHIT KUMAR MAURYA,7784639264,hospital676@gov.up.in,NABH,FULL,2028-01-09,False,204,165,True,False,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
7b64b485-6350-4f47-9c8a-5482a29027ae,UPHOSPREF000677,Women Hospital Mainpuri,Single,PUBLIC,Medical College,1960,Uttar Pradesh,UP,Mainpuri,Agra,Mainpuri Block 6,231081,25.416447,84.340563,DR. DEEPAK KUMAR,7548031043,hospital677@gov.up.in,,,,False,348,303,True,True,True,True,True,True,False,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
6e4e3210-9365-4047-962a-1969aeb236c7,UPHOSPREF000678,Combined Hospital Gorakhpur,Single,PUBLIC,PHC,1970,Uttar Pradesh,UP,Gorakhpur,Gorakhpur,Chargawan,272380,27.008139,77.497965,DR. ANIL KUMAR KORI,9510239520,hospital678@gov.up.in,JCI,FULL,,False,16,13,False,False,False,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
c4828875-f675-42b4-8993-217ba936e17a,UPHOSPREF000679,Trauma Centre Siddharthnagar Block 5,Single,PUBLIC,CHC,1976,Uttar Pradesh,UP,Siddharthnagar,Basti,Siddharthnagar Block 5,229068,24.918426,81.316841,DR. RAJU YADAV,7573662166,hospital679@gov.up.in,NABH,FULL,,False,88,73,False,False,True,True,False,True,False,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
85043c0c-6419-4b00-91e3-b23106776f95,UPHOSPREF000680,Community Health Centre Pratapgarh Block 4,Single,PUBLIC,CHC,1962,Uttar Pradesh,UP,Pratapgarh,Prayagraj,Pratapgarh Block 4,275087,26.867764,80.422012,DR. PREM SHANKAR,7944187238,hospital680@gov.up.in,JCI,PRE,2028-01-09,False,26,20,True,False,False,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
462870a7-d72c-437f-9859-06f5271cc205,UPHOSPREF000681,Trauma Centre Bulandshahr Block 1,Single,PUBLIC,CHC,1961,Uttar Pradesh,UP,Bulandshahr,Meerut,Bulandshahr Block 1,246628,23.82153,78.70176,DR. ROHIT KUMAR,9809907720,hospital681@gov.up.in,JCI,FULL,2028-04-30,False,7,6,False,False,False,True,False,False,False,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
fbf6d91e-85ce-4c17-a954-5d0e839a3c6b,UPHOSPREF000682,Combined Hospital Bijnor,Single,PUBLIC,District Hospital,1954,Uttar Pradesh,UP,Bijnor,Moradabad,Bijnor Block 7,260675,27.036689,81.223215,DR. RAMU KAKA,9532916589,hospital682@gov.up.in,NABH,FULL,,False,20,17,False,False,False,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
94a284dc-5cf1-4342-8a6f-4f64dedb0a1e,UPHOSPREF000683,Dr. Pandey Multispeciality Hospital,Single,PRIVATE,Trust,2010,Uttar Pradesh,UP,Raebareli,Lucknow,Raebareli Block 7,224702,24.108162,78.751786,DR. HARI OM,8061857552,hospital683@pvt.up.in,NABH,PRE,2027-07-30,False,282,231,True,True,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
a6a70022-e453-4de8-8ef6-bcb7c470235f,UPHOSPREF000684,Dr. Verma Hospital & Research Centre,Single,PRIVATE,NGO,2007,Uttar Pradesh,UP,Badaun,Bareilly,Badaun Block 8,238214,25.59179,81.931095,DR. RAKESH KUMAR,7906564417,hospital684@pvt.up.in,NABL,PRE,,False,55,40,True,True,True,True,True,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
45e682c8-1edd-43f5-9a9a-63ab65a4f6f5,UPHOSPREF000685,Dr. Verma Surgical Centre,Single,PRIVATE,Trust,2020,Uttar Pradesh,UP,Gonda,Devipatan,Gonda Block 3,249793,30.384841,80.590604,DR. SUSHIL KUMAR,8135321058,hospital685@pvt.up.in,JCI,FULL,,False,19,14,False,False,False,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
4a1932e9-a828-4e48-80e3-b73a3a88bdb5,UPHOSPREF000686,District Hospital Ballia,Single,PUBLIC,District Hospital,1994,Uttar Pradesh,UP,Ballia,Azamgarh,Ballia Block 2,289572,30.092901,81.60495,DR. RAJESH KUMAR,7555309186,hospital686@gov.up.in,,,,False,119,83,True,False,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
836a040a-d9d3-4aca-aea6-b7dceb825023,UPHOSPREF000687,Dr. Pandey Hospital & Research Centre,Single,PRIVATE,NGO,1999,Uttar Pradesh,UP,Rampur,Moradabad,Rampur Block 1,268203,27.134813,83.078232,DR. ASHOK KUMAR,7561446101,hospital687@pvt.up.in,,PRE,,False,82,69,True,True,True,True,True,True,False,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
a0ca67df-3619-4e3c-ba10-f0e214d3dd90,UPHOSPREF000688,Zonal Hospital Saharanpur,Single,PUBLIC,District Hospital,1979,Uttar Pradesh,UP,Saharanpur,Saharanpur,Saharanpur Block 1,209588,26.882131,79.708489,DR. VIRENDRA SINGH,7836636247,hospital688@gov.up.in,,FULL,,False,36,27,True,False,True,True,False,True,False,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
f6e59df6-7d53-4a43-be31-bc21ed824a40,UPHOSPREF000689,Primary Health Centre Lalitpur Block 1,Single,PUBLIC,PHC,1964,Uttar Pradesh,UP,Lalitpur,Jhansi,Lalitpur Block 1,246448,28.175211,79.500002,DR. RAMESH CHANDRA,9530254941,hospital689@gov.up.in,NABH,PRE,2028-12-30,False,393,280,True,True,True,True,True,True,False,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
984e0e77-c7d8-4c9e-b4c0-91cb3cfc45d4,UPHOSPREF000690,Dr. Srivastava Cancer Institute,Single,PRIVATE,NGO,2017,Uttar Pradesh,UP,Pratapgarh,Prayagraj,Pratapgarh Block 6,275822,30.230759,78.677063,DR. RAMU KAKA,7682529934,hospital690@pvt.up.in,NABL,FULL,,False,55,50,True,True,True,True,True,True,False,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
f8ab7fcc-9784-4745-b38a-1cfae3f2b9bc,UPHOSPREF000691,Dr. Verma Multispeciality Hospital,Single,PRIVATE,Trust,2010,Uttar Pradesh,UP,Kanpur Nagar,Kanpur,Ghatampur,219027,26.535923,79.450952,DR. BRIJESH KUMAR,7629614148,hospital691@pvt.up.in,NABL,PRE,2027-02-20,False,95,81,True,True,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
